26x32
1	0	0	34,
2	0	1
3	0	2
4	0	3
5	0	4
6	0	5
7	0	6
8	0	7
9	0	8
10	0	9
11	0	10
12	0	11
13	0	12
14	0	13
15	0	14
16	0	15
17	0	16
18	0	17
19	0	18
20	0	19
21	0	20
22	0	21
23	0	22
24	0	23
25	0	24
26	0	25
27	0	26
28	0	27
29	0	28
30	0	29
31	0	30
32	0	31
33	0	32
34	1	0	67,
35	1	1
36	1	2
37	1	3
38	1	4
39	1	5
40	1	6
41	1	7
42	1	8
43	1	9
44	1	10
45	1	11
46	1	12
47	1	13
48	1	14
49	1	15
50	1	16
51	1	17
52	1	18
53	1	19
54	1	20
55	1	21
56	1	22
57	1	23
58	1	24
59	1	25
60	1	26
61	1	27
62	1	28
63	1	29
64	1	30
65	1	31
66	1	32
67	2	0	100,
68	2	1
69	2	2
70	2	3
71	2	4
72	2	5
73	2	6
74	2	7
75	2	8
76	2	9
77	2	10
78	2	11
79	2	12
80	2	13
81	2	14
82	2	15
83	2	16
84	2	17
85	2	18
86	2	19
87	2	20
88	2	21
89	2	22
90	2	23
91	2	24
92	2	25
93	2	26
94	2	27
95	2	28
96	2	29
97	2	30
98	2	31
99	2	32
100	3	0	133,
101	3	1
102	3	2
103	3	3
104	3	4
105	3	5
106	3	6
107	3	7
108	3	8
109	3	9
110	3	10
111	3	11
112	3	12
113	3	13
114	3	14
115	3	15
116	3	16
117	3	17
118	3	18
119	3	19
120	3	20
121	3	21
122	3	22
123	3	23
124	3	24
125	3	25
126	3	26
127	3	27
128	3	28
129	3	29
130	3	30
131	3	31
132	3	32
133	4	0	166,
134	4	1
135	4	2
136	4	3
137	4	4
138	4	5
139	4	6
140	4	7
141	4	8
142	4	9
143	4	10
144	4	11
145	4	12
146	4	13
147	4	14
148	4	15
149	4	16
150	4	17
151	4	18
152	4	19
153	4	20
154	4	21
155	4	22
156	4	23
157	4	24
158	4	25
159	4	26
160	4	27
161	4	28
162	4	29
163	4	30
164	4	31
165	4	32
166	5	0	199,
167	5	1
168	5	2
169	5	3
170	5	4
171	5	5
172	5	6
173	5	7
174	5	8
175	5	9
176	5	10
177	5	11
178	5	12
179	5	13
180	5	14
181	5	15
182	5	16
183	5	17
184	5	18
185	5	19
186	5	20
187	5	21
188	5	22
189	5	23
190	5	24
191	5	25
192	5	26
193	5	27
194	5	28
195	5	29
196	5	30
197	5	31
198	5	32
199	6	0	232,
200	6	1
201	6	2
202	6	3
203	6	4
204	6	5
205	6	6
206	6	7
207	6	8
208	6	9
209	6	10
210	6	11
211	6	12
212	6	13
213	6	14
214	6	15
215	6	16
216	6	17
217	6	18
218	6	19
219	6	20
220	6	21
221	6	22
222	6	23
223	6	24
224	6	25
225	6	26
226	6	27
227	6	28
228	6	29
229	6	30
230	6	31
231	6	32
232	7	0	265,
233	7	1
234	7	2
235	7	3
236	7	4
237	7	5
238	7	6
239	7	7
240	7	8
241	7	9
242	7	10
243	7	11
244	7	12
245	7	13
246	7	14
247	7	15
248	7	16
249	7	17
250	7	18
251	7	19
252	7	20
253	7	21
254	7	22
255	7	23
256	7	24
257	7	25
258	7	26
259	7	27
260	7	28
261	7	29
262	7	30
263	7	31
264	7	32
265	8	0	298,
266	8	1
267	8	2
268	8	3
269	8	4
270	8	5
271	8	6
272	8	7
273	8	8
274	8	9
275	8	10
276	8	11
277	8	12
278	8	13
279	8	14
280	8	15
281	8	16
282	8	17
283	8	18
284	8	19
285	8	20
286	8	21
287	8	22
288	8	23
289	8	24
290	8	25
291	8	26
292	8	27
293	8	28
294	8	29
295	8	30
296	8	31
297	8	32
298	9	0	331,
299	9	1
300	9	2
301	9	3
302	9	4
303	9	5
304	9	6
305	9	7
306	9	8
307	9	9
308	9	10
309	9	11
310	9	12
311	9	13
312	9	14
313	9	15
314	9	16
315	9	17
316	9	18
317	9	19
318	9	20
319	9	21
320	9	22
321	9	23
322	9	24
323	9	25
324	9	26
325	9	27
326	9	28
327	9	29
328	9	30
329	9	31
330	9	32
331	10	0	364,
332	10	1
333	10	2
334	10	3
335	10	4
336	10	5
337	10	6
338	10	7
339	10	8
340	10	9
341	10	10
342	10	11
343	10	12
344	10	13
345	10	14
346	10	15
347	10	16
348	10	17
349	10	18
350	10	19
351	10	20
352	10	21
353	10	22
354	10	23
355	10	24
356	10	25
357	10	26
358	10	27
359	10	28
360	10	29
361	10	30
362	10	31
363	10	32
364	11	0	397,
365	11	1
366	11	2
367	11	3
368	11	4
369	11	5
370	11	6
371	11	7
372	11	8
373	11	9
374	11	10
375	11	11
376	11	12
377	11	13
378	11	14
379	11	15
380	11	16
381	11	17
382	11	18
383	11	19
384	11	20
385	11	21
386	11	22
387	11	23
388	11	24
389	11	25
390	11	26
391	11	27
392	11	28
393	11	29
394	11	30
395	11	31
396	11	32
397	12	0	430,
398	12	1
399	12	2
400	12	3
401	12	4
402	12	5
403	12	6
404	12	7
405	12	8
406	12	9
407	12	10
408	12	11
409	12	12
410	12	13
411	12	14
412	12	15
413	12	16
414	12	17
415	12	18
416	12	19
417	12	20
418	12	21
419	12	22
420	12	23
421	12	24
422	12	25
423	12	26
424	12	27
425	12	28
426	12	29
427	12	30
428	12	31
429	12	32
430	13	0	463,
431	13	1
432	13	2
433	13	3
434	13	4
435	13	5
436	13	6
437	13	7
438	13	8
439	13	9
440	13	10
441	13	11
442	13	12
443	13	13
444	13	14
445	13	15
446	13	16
447	13	17
448	13	18
449	13	19
450	13	20
451	13	21
452	13	22
453	13	23
454	13	24
455	13	25
456	13	26
457	13	27
458	13	28
459	13	29
460	13	30
461	13	31
462	13	32
463	14	0	496,
464	14	1
465	14	2
466	14	3
467	14	4
468	14	5
469	14	6
470	14	7
471	14	8
472	14	9
473	14	10
474	14	11
475	14	12
476	14	13
477	14	14
478	14	15
479	14	16
480	14	17
481	14	18
482	14	19
483	14	20
484	14	21
485	14	22
486	14	23
487	14	24
488	14	25
489	14	26
490	14	27
491	14	28
492	14	29
493	14	30
494	14	31
495	14	32
496	15	0	529,
497	15	1
498	15	2
499	15	3
500	15	4
501	15	5
502	15	6
503	15	7
504	15	8
505	15	9
506	15	10
507	15	11
508	15	12
509	15	13
510	15	14
511	15	15
512	15	16
513	15	17
514	15	18
515	15	19
516	15	20
517	15	21
518	15	22
519	15	23
520	15	24
521	15	25
522	15	26
523	15	27
524	15	28
525	15	29
526	15	30
527	15	31
528	15	32
529	16	0	562,
530	16	1
531	16	2
532	16	3
533	16	4
534	16	5
535	16	6
536	16	7
537	16	8
538	16	9
539	16	10
540	16	11
541	16	12
542	16	13
543	16	14
544	16	15
545	16	16
546	16	17
547	16	18
548	16	19
549	16	20
550	16	21
551	16	22
552	16	23
553	16	24
554	16	25
555	16	26
556	16	27
557	16	28
558	16	29
559	16	30
560	16	31
561	16	32
562	17	0	595,
563	17	1
564	17	2
565	17	3
566	17	4
567	17	5
568	17	6
569	17	7
570	17	8
571	17	9
572	17	10
573	17	11
574	17	12
575	17	13
576	17	14
577	17	15
578	17	16
579	17	17
580	17	18
581	17	19
582	17	20
583	17	21
584	17	22
585	17	23
586	17	24
587	17	25
588	17	26
589	17	27
590	17	28
591	17	29
592	17	30
593	17	31
594	17	32
595	18	0	628,
596	18	1
597	18	2
598	18	3
599	18	4
600	18	5
601	18	6
602	18	7
603	18	8
604	18	9
605	18	10
606	18	11
607	18	12
608	18	13
609	18	14
610	18	15
611	18	16
612	18	17
613	18	18
614	18	19
615	18	20
616	18	21
617	18	22
618	18	23
619	18	24
620	18	25
621	18	26
622	18	27
623	18	28
624	18	29
625	18	30
626	18	31
627	18	32
628	19	0	661,
629	19	1
630	19	2
631	19	3
632	19	4
633	19	5
634	19	6
635	19	7
636	19	8
637	19	9
638	19	10
639	19	11
640	19	12
641	19	13
642	19	14
643	19	15
644	19	16
645	19	17
646	19	18
647	19	19
648	19	20
649	19	21
650	19	22
651	19	23
652	19	24
653	19	25
654	19	26
655	19	27
656	19	28
657	19	29
658	19	30
659	19	31
660	19	32
661	20	0	694,
662	20	1
663	20	2
664	20	3
665	20	4
666	20	5
667	20	6
668	20	7
669	20	8
670	20	9
671	20	10
672	20	11
673	20	12
674	20	13
675	20	14
676	20	15
677	20	16
678	20	17
679	20	18
680	20	19
681	20	20
682	20	21
683	20	22
684	20	23
685	20	24
686	20	25
687	20	26
688	20	27
689	20	28
690	20	29
691	20	30
692	20	31
693	20	32
694	21	0	727,
695	21	1
696	21	2
697	21	3
698	21	4
699	21	5
700	21	6
701	21	7
702	21	8
703	21	9
704	21	10
705	21	11
706	21	12
707	21	13
708	21	14
709	21	15
710	21	16
711	21	17
712	21	18
713	21	19
714	21	20
715	21	21
716	21	22
717	21	23
718	21	24
719	21	25
720	21	26
721	21	27
722	21	28
723	21	29
724	21	30
725	21	31
726	21	32
727	22	0	760,
728	22	1
729	22	2
730	22	3
731	22	4
732	22	5
733	22	6
734	22	7
735	22	8
736	22	9
737	22	10
738	22	11
739	22	12
740	22	13
741	22	14
742	22	15
743	22	16
744	22	17
745	22	18
746	22	19
747	22	20
748	22	21
749	22	22
750	22	23
751	22	24
752	22	25
753	22	26
754	22	27
755	22	28
756	22	29
757	22	30
758	22	31
759	22	32
760	23	0	793,
761	23	1
762	23	2
763	23	3
764	23	4
765	23	5
766	23	6
767	23	7
768	23	8
769	23	9
770	23	10
771	23	11
772	23	12
773	23	13
774	23	14
775	23	15
776	23	16
777	23	17
778	23	18
779	23	19
780	23	20
781	23	21
782	23	22
783	23	23
784	23	24
785	23	25
786	23	26
787	23	27
788	23	28
789	23	29
790	23	30
791	23	31
792	23	32
793	24	0	826,
794	24	1
795	24	2
796	24	3
797	24	4
798	24	5
799	24	6
800	24	7
801	24	8
802	24	9
803	24	10
804	24	11
805	24	12
806	24	13
807	24	14
808	24	15
809	24	16
810	24	17
811	24	18
812	24	19
813	24	20
814	24	21
815	24	22
816	24	23
817	24	24
818	24	25
819	24	26
820	24	27
821	24	28
822	24	29
823	24	30
824	24	31
825	24	32
826	25	0	859,
827	25	1
828	25	2
829	25	3
830	25	4
831	25	5
832	25	6
833	25	7
834	25	8
835	25	9
836	25	10
837	25	11
838	25	12
839	25	13
840	25	14
841	25	15
842	25	16
843	25	17
844	25	18
845	25	19
846	25	20
847	25	21
848	25	22
849	25	23
850	25	24
851	25	25
852	25	26
853	25	27
854	25	28
855	25	29
856	25	30
857	25	31
858	25	32
859	26	0	860,
860	26	1	861,
861	26	2	862,
862	26	3	863,
863	26	4	864,
864	26	5	865,
865	26	6	866,
866	26	7	867,
867	26	8	868,
868	26	9	869,
869	26	10	870,
870	26	11	871,
871	26	12	872,
872	26	13	873,
873	26	14	874,
874	26	15	875,
875	26	16	876,
876	26	17	877,
877	26	18	878,
878	26	19	879,
879	26	20	880,
880	26	21	881,
881	26	22	882,
882	26	23	883,
883	26	24	884,
884	26	25	885,
885	26	26	886,
886	26	27	887,
887	26	28	888,
888	26	29	889,
889	26	30	890,
890	26	31	891,
891	26	32
